,Unnamed: 0_x,fec_candidate_id,short_title_x,first_name_x,last_name_x,party_x,date_of_birth_x,gender_x,state_x,Unnamed: 0_y,short_title_y,first_name_y,last_name_y,party_y,date_of_birth_y,gender_y,state_y,speaker
180,254,H2CA00104,Rep.,Alan,Lowenthal,D,1941-03-08,M,CA,248,Rep.,Alan,Lowenthal,D,1941-03-08,M,CA,alan lowenthal
181,255,H8NY20056,Rep.,Nita,Lowey,D,1937-07-05,F,NY,249,Rep.,Nita,Lowey,D,1937-07-05,F,NY,nita lowey
182,256,H4OK06056,Rep.,Frank,Lucas,R,1960-01-06,M,OK,250,Rep.,Frank,Lucas,R,1960-01-06,M,OK,frank lucas
183,257,H8MO09153,Rep.,Blaine,Luetkemeyer,R,1952-05-07,M,MO,251,Rep.,Blaine,Luetkemeyer,R,1952-05-07,M,MO,blaine luetkemeyer
184,258,H8NM03196,Rep.,Ben,Luján,D,1972-06-07,M,NM,252,Rep.,Ben,Luján,D,1972-06-07,M,NM,ben luján
185,260,H2MA09072,Rep.,Stephen,Lynch,D,1955-03-31,M,MA,254,Rep.,Stephen,Lynch,D,1955-03-31,M,MA,stephen lynch
186,262,H2NY14037,Rep.,Carolyn,Maloney,D,1946-02-19,F,NY,257,Rep.,Carolyn,Maloney,D,1946-02-19,F,NY,carolyn maloney
187,263,H2NY22139,Rep.,Sean,Maloney,D,1966-07-30,M,NY,256,Rep.,Sean,Maloney,D,1966-07-30,M,NY,sean maloney
188,264,H4TX24094,Rep.,Kenny,Marchant,R,1951-02-23,M,TX,258,Rep.,Kenny,Marchant,R,1951-02-23,M,TX,kenny marchant
189,265,H0PA10078,Rep.,Tom,Marino,R,1952-08-15,M,PA,259,Rep.,Tom,Marino,R,1952-08-15,M,PA,tom marino
190,266,H6KS01179,Rep.,Roger,Marshall,R,1960-08-09,M,KS,260,Rep.,Roger,Marshall,R,1960-08-09,M,KS,roger marshall
191,267,H2KY04121,Rep.,Thomas,Massie,R,1971-01-13,M,KY,261,Rep.,Thomas,Massie,R,1971-01-13,M,KY,thomas massie
192,268,H6FL18097,Rep.,Brian,Mast,R,1980-07-10,M,FL,262,Rep.,Brian,Mast,R,1980-07-10,M,FL,brian mast
193,269,H6CA05195,Rep.,Doris,Matsui,D,1944-09-25,F,CA,263,Rep.,Doris,Matsui,D,1944-09-25,F,CA,doris matsui
194,270,H6CA22125,Rep.,Kevin,McCarthy,R,1965-01-26,M,CA,266,Rep.,Kevin,McCarthy,R,1965-01-26,M,CA,kevin mccarthy
195,271,H4TX10093,Rep.,Michael,McCaul,R,1962-01-14,M,TX,267,Rep.,Michael,McCaul,R,1962-01-14,M,TX,michael mccaul
196,272,H8CA04152,Rep.,Tom,McClintock,R,1956-07-10,M,CA,268,Rep.,Tom,McClintock,R,1956-07-10,M,CA,tom mcclintock
197,273,H0MN04049,Rep.,Betty,McCollum,D,1954-07-12,F,MN,269,Rep.,Betty,McCollum,D,1954-07-12,F,MN,betty mccollum
198,274,H6VA04061,Rep.,A.,McEachin,D,1961-10-10,M,VA,270,Rep.,A.,McEachin,D,1961-10-10,M,VA,a. mceachin
199,275,H4MA03022,Rep.,Jim,McGovern,D,1959-11-20,M,MA,271,Rep.,Jim,McGovern,D,1959-11-20,M,MA,jim mcgovern
200,276,H4NC10047,Rep.,Patrick,McHenry,R,1975-10-22,M,NC,272,Rep.,Patrick,McHenry,R,1975-10-22,M,NC,patrick mchenry
201,277,H0WV01072,Rep.,David,McKinley,R,1947-03-28,M,WV,273,Rep.,David,McKinley,R,1947-03-28,M,WV,david mckinley
202,278,H4WA05077,Rep.,Cathy,McMorris Rodgers,R,1969-05-22,F,WA,274,Rep.,Cathy,McMorris Rodgers,R,1969-05-22,F,WA,cathy mcmorris rodgers
203,279,H4CA11081,Rep.,Jerry,McNerney,D,1951-06-18,M,CA,275,Rep.,Jerry,McNerney,D,1951-06-18,M,CA,jerry mcnerney
204,283,H8NY06048,Rep.,Gregory,Meeks,D,1953-09-25,M,NY,277,Rep.,Gregory,Meeks,D,1953-09-25,M,NY,gregory meeks
205,284,H2NY06116,Rep.,Grace,Meng,D,1975-10-01,F,NY,278,Rep.,Grace,Meng,D,1975-10-01,F,NY,grace meng
206,286,H4MI04118,Rep.,Paul,Mitchell,R,1961-05-08,M,MI,283,Rep.,Paul,Mitchell,R,1961-05-08,M,MI,paul mitchell
207,287,H4MI04126,Rep.,John,Moolenaar,R,1961-05-08,M,MI,284,Rep.,John,Moolenaar,R,1961-05-08,M,MI,john moolenaar
208,288,H4WV02080,Rep.,Alex,Mooney,R,1971-06-05,M,WV,285,Rep.,Alex,Mooney,R,1971-06-05,M,WV,alex mooney
209,289,H4WI04183,Rep.,Gwen,Moore,D,1951-04-18,F,WI,286,Rep.,Gwen,Moore,D,1951-04-18,F,WI,gwen moore
210,291,H4MA06090,Rep.,Seth,Moulton,D,1978-10-24,M,MA,288,Rep.,Seth,Moulton,D,1978-10-24,M,MA,seth moulton
211,292,H2OK02083,Rep.,Markwayne,Mullin,R,1977-07-26,M,OK,290,Rep.,Markwayne,Mullin,R,1977-07-26,M,OK,markwayne mullin
212,294,H6FL07140,Rep.,Stephanie,Murphy,D,1978-09-16,F,FL,292,Rep.,Stephanie,Murphy,D,1978-09-16,F,FL,stephanie murphy
213,296,H2NY17071,Rep.,Jerrold,Nadler,D,1947-06-13,M,NY,293,Rep.,Jerrold,Nadler,D,1947-06-13,M,NY,jerrold nadler
214,297,H8CA34068,Rep.,Grace,Napolitano,D,1936-12-04,F,CA,294,Rep.,Grace,Napolitano,D,1936-12-04,F,CA,grace napolitano
215,298,H8MA02041,Rep.,Richard,Neal,D,1949-02-14,M,MA,295,Rep.,Richard,Neal,D,1949-02-14,M,MA,richard neal
216,299,H4WA04104,Rep.,Dan,Newhouse,R,1955-07-10,M,WA,297,Rep.,Dan,Newhouse,R,1955-07-10,M,WA,dan newhouse
217,302,H4NJ01084,Rep.,Donald,Norcross,D,1958-12-13,M,NJ,298,Rep.,Donald,Norcross,D,1958-12-13,M,NJ,donald norcross
218,305,H8CA20059,Rep.,Devin,Nunes,R,1973-10-01,M,CA,301,Rep.,Devin,Nunes,R,1973-10-01,M,CA,devin nunes
219,306,H6AZ01199,Rep.,Tom,O'Halleran,D,1946-01-24,M,AZ,302,Rep.,Tom,O'Halleran,D,1946-01-24,M,AZ,tom o'halleran
220,308,H8TX22107,Rep.,Pete,Olson,R,1962-12-09,M,TX,304,Rep.,Pete,Olson,R,1962-12-09,M,TX,pete olson
221,309,H0MS04120,Rep.,Steven,Palazzo,R,1970-02-21,M,MS,306,Rep.,Steven,Palazzo,R,1970-02-21,M,MS,steven palazzo
222,310,H8NJ03073,Rep.,Frank,Pallone,D,1951-10-30,M,NJ,307,Rep.,Frank,Pallone,D,1951-10-30,M,NJ,frank pallone
223,311,H4AL06098,Rep.,Gary,Palmer,R,1954-05-14,M,AL,308,Rep.,Gary,Palmer,R,1954-05-14,M,AL,gary palmer
224,312,H6CA20152,Rep.,Jimmy,Panetta,D,1969-10-01,M,CA,309,Rep.,Jimmy,Panetta,D,1969-10-01,M,CA,jimmy panetta
225,313,H6NJ08118,Rep.,Bill,Pascrell,D,1937-01-25,M,NJ,311,Rep.,Bill,Pascrell,D,1937-01-25,M,NJ,bill pascrell
226,315,H2NJ10154,Rep.,Donald,Payne,D,1958-12-17,M,NJ,312,Rep.,Donald,Payne,D,1958-12-17,M,NJ,donald payne
227,317,H8CA05035,Rep.,Nancy,Pelosi,D,1940-03-26,F,CA,313,Rep.,Nancy,Pelosi,D,1940-03-26,F,CA,nancy pelosi
228,318,H6CO07023,Rep.,Ed,Perlmutter,D,1953-05-01,M,CO,315,Rep.,Ed,Perlmutter,D,1953-05-01,M,CO,ed perlmutter
229,319,H2PA04135,Rep.,Scott,Perry,R,1962-05-27,M,PA,316,Rep.,Scott,Perry,R,1962-05-27,M,PA,scott perry
230,320,H2CA52089,Rep.,Scott,Peters,D,1958-06-17,M,CA,317,Rep.,Scott,Peters,D,1958-06-17,M,CA,scott peters
231,321,H2MN07014,Rep.,Collin,Peterson,D,1944-06-29,M,MN,318,Rep.,Collin,Peterson,D,1944-06-29,M,MN,collin peterson
232,322,H8ME01120,Rep.,Chellie,Pingree,D,1955-04-02,F,ME,320,Rep.,Chellie,Pingree,D,1955-04-02,F,ME,chellie pingree
233,325,H2WI02124,Rep.,Mark,Pocan,D,1964-08-14,M,WI,322,Rep.,Mark,Pocan,D,1964-08-14,M,WI,mark pocan
234,330,H8FL15107,Rep.,Bill,Posey,R,1947-12-18,M,FL,324,Rep.,Bill,Posey,R,1947-12-18,M,FL,bill posey
235,331,H6NC04037,Rep.,David,Price,D,1940-08-17,M,NC,326,Rep.,David,Price,D,1940-08-17,M,NC,david price
236,333,H0IL05096,Rep.,Mike,Quigley,D,1958-10-17,M,IL,327,Rep.,Mike,Quigley,D,1958-10-17,M,IL,mike quigley
237,335,H6MD08457,Rep.,Jamie,Raskin,D,1962-12-13,M,MD,329,Rep.,Jamie,Raskin,D,1962-12-13,M,MD,jamie raskin
238,337,H0NY29054,Rep.,Tom,Reed,R,1971-11-18,M,NY,331,Rep.,Tom,Reed,R,1971-11-18,M,NY,tom reed
239,340,H4NY04075,Rep.,Kathleen,Rice,D,1965-02-15,F,NY,333,Rep.,Kathleen,Rice,D,1965-02-15,F,NY,kathleen rice
240,341,H2SC07066,Rep.,Tom,Rice,R,1957-08-04,M,SC,334,Rep.,Tom,Rice,R,1957-08-04,M,SC,tom rice
241,342,H8LA02054,Rep.,Cedric,Richmond,D,1973-09-13,M,LA,335,Rep.,Cedric,Richmond,D,1973-09-13,M,LA,cedric richmond
242,343,H0AL02087,Rep.,Martha,Roby,R,1976-07-27,F,AL,337,Rep.,Martha,Roby,R,1976-07-27,F,AL,martha roby
243,344,H6TN01388,Rep.,Phil,Roe,R,1945-07-21,M,TN,338,Rep.,Phil,Roe,R,1945-07-21,M,TN,phil roe
244,345,H2AL03032,Rep.,Mike,Rogers,R,1958-07-16,M,AL,340,Rep.,Mike,Rogers,R,1958-07-16,M,AL,mike rogers
245,346,H0KY05015,Rep.,Harold,Rogers,R,1937-12-31,M,KY,339,Rep.,Harold,Rogers,R,1937-12-31,M,KY,harold rogers
246,349,H6FL19087,Rep.,Francis,Rooney,R,1953-12-04,M,FL,341,Rep.,Francis,Rooney,R,1953-12-04,M,FL,francis rooney
247,356,H2NC07096,Rep.,David,Rouzer,R,1972-02-16,M,NC,345,Rep.,David,Rouzer,R,1972-02-16,M,NC,david rouzer
248,357,H2CA33048,Rep.,Lucille,Roybal-Allard,D,1941-06-12,F,CA,347,Rep.,Lucille,Roybal-Allard,D,1941-06-12,F,CA,lucille roybal-allard
249,359,H2CA36439,Rep.,Raul,Ruiz,D,1972-08-25,M,CA,348,Rep.,Raul,Ruiz,D,1972-08-25,M,CA,raul ruiz
250,360,H2MD02160,Rep.,C.A. Dutch,Ruppersberger,D,1946-01-31,M,MD,349,Rep.,C.A. Dutch,Ruppersberger,D,1946-01-31,M,MD,c.a. dutch ruppersberger
251,361,H2IL01042,Rep.,Bobby,Rush,D,1946-11-23,M,IL,350,Rep.,Bobby,Rush,D,1946-11-23,M,IL,bobby rush
252,363,H6FL04105,Rep.,John,Rutherford,R,1952-09-02,M,FL,351,Rep.,John,Rutherford,R,1952-09-02,M,FL,john rutherford
253,365,H2OH17109,Rep.,Tim,Ryan,D,1973-07-16,M,OH,352,Rep.,Tim,Ryan,D,1973-07-16,M,OH,tim ryan
254,367,H2CA39078,Rep.,Linda,Sánchez,D,1969-01-28,F,CA,355,Rep.,Linda,Sánchez,D,1969-01-28,F,CA,linda sánchez
255,369,H6MD03292,Rep.,John,Sarbanes,D,1962-05-22,M,MD,356,Rep.,John,Sarbanes,D,1962-05-22,M,MD,john sarbanes
256,370,H0LA01087,Rep.,Steve,Scalise,R,1965-10-06,M,LA,357,Rep.,Steve,Scalise,R,1965-10-06,M,LA,steve scalise
257,372,H8IL09067,Rep.,Jan,Schakowsky,D,1944-05-26,F,IL,359,Rep.,Jan,Schakowsky,D,1944-05-26,F,IL,jan schakowsky
258,373,H0CA27085,Rep.,Adam,Schiff,D,1960-06-22,M,CA,360,Rep.,Adam,Schiff,D,1960-06-22,M,CA,adam schiff
259,374,H2IL10068,Rep.,Brad,Schneider,D,1961-08-20,M,IL,361,Rep.,Brad,Schneider,D,1961-08-20,M,IL,brad schneider
260,375,H8OR05107,Rep.,Kurt,Schrader,D,1951-10-19,M,OR,362,Rep.,Kurt,Schrader,D,1951-10-19,M,OR,kurt schrader
261,376,H4AZ06045,Rep.,David,Schweikert,R,1962-03-03,M,AZ,364,Rep.,David,Schweikert,R,1962-03-03,M,AZ,david schweikert
262,377,H6VA01117,Rep.,Robert,Scott,D,1947-04-30,M,VA,367,Rep.,Robert,Scott,D,1947-04-30,M,VA,robert scott
263,378,H2GA13012,Rep.,David,Scott,D,1945-06-27,M,GA,365,Rep.,David,Scott,D,1945-06-27,M,GA,david scott
264,379,H0GA08099,Rep.,Austin,Scott,R,1969-12-10,M,GA,366,Rep.,Austin,Scott,R,1969-12-10,M,GA,austin scott
265,380,H8WI09050,Rep.,F.,Sensenbrenner,R,1943-06-14,M,WI,368,Rep.,F.,Sensenbrenner,R,1943-06-14,M,WI,f. sensenbrenner
266,381,H0NY18065,Rep.,José,Serrano,D,1943-10-24,M,NY,369,Rep.,José,Serrano,D,1943-10-24,M,NY,josé serrano
267,383,H0AL07086,Rep.,Terri,Sewell,D,1965-01-01,F,AL,370,Rep.,Terri,Sewell,D,1965-01-01,F,AL,terri sewell
268,385,H6CA24113,Rep.,Brad,Sherman,D,1954-10-24,M,CA,372,Rep.,Brad,Sherman,D,1954-10-24,M,CA,brad sherman
269,386,H2IL20042,Rep.,John,Shimkus,R,1958-02-21,M,IL,374,Rep.,John,Shimkus,R,1958-02-21,M,IL,john shimkus
270,388,H8ID02064,Rep.,Mike,Simpson,R,1950-09-08,M,ID,375,Rep.,Mike,Simpson,R,1950-09-08,M,ID,mike simpson
271,390,H6NJ13191,Rep.,Albio,Sires,D,1951-01-26,M,NJ,376,Rep.,Albio,Sires,D,1951-01-26,M,NJ,albio sires
272,392,H8NJ04014,Rep.,Christopher,Smith,R,1953-03-04,M,NJ,380,Rep.,Christopher,Smith,R,1953-03-04,M,NJ,christopher smith
273,394,H4MO08162,Rep.,Jason,Smith,R,1980-06-16,M,MO,381,Rep.,Jason,Smith,R,1980-06-16,M,MO,jason smith
274,395,H6WA09025,Rep.,Adam,Smith,D,1965-06-15,M,WA,379,Rep.,Adam,Smith,D,1965-06-15,M,WA,adam smith
275,396,H6NE03115,Rep.,Adrian,Smith,R,1970-12-19,M,NE,378,Rep.,Adrian,Smith,R,1970-12-19,M,NE,adrian smith
276,397,H6PA16320,Rep.,Lloyd,Smucker,R,1964-01-23,M,PA,382,Rep.,Lloyd,Smucker,R,1964-01-23,M,PA,lloyd smucker
277,398,H6FL09179,Rep.,Darren,Soto,D,1978-02-25,M,FL,383,Rep.,Darren,Soto,D,1978-02-25,M,FL,darren soto
278,399,H8CA12171,Rep.,Jackie,Speier,D,1950-05-14,F,CA,386,Rep.,Jackie,Speier,D,1950-05-14,F,CA,jackie speier
279,400,H4NY21079,Rep.,Elise,Stefanik,R,1984-07-02,F,NY,389,Rep.,Elise,Stefanik,R,1984-07-02,F,NY,elise stefanik
280,401,H2UT02324,Rep.,Chris,Stewart,R,1960-07-15,M,UT,393,Rep.,Chris,Stewart,R,1960-07-15,M,UT,chris stewart
281,402,H8OH15076,Rep.,Steve,Stivers,R,1965-03-24,M,OH,394,Rep.,Steve,Stivers,R,1965-03-24,M,OH,steve stivers
282,403,H6NY03247,Rep.,Thomas,Suozzi,D,1962-08-31,M,NY,395,Rep.,Thomas,Suozzi,D,1962-08-31,M,NY,thomas suozzi
283,404,H2CA15094,Rep.,Eric,Swalwell,D,1980-11-16,M,CA,396,Rep.,Eric,Swalwell,D,1980-11-16,M,CA,eric swalwell
284,405,H2CA43245,Rep.,Mark,Takano,D,1960-12-10,M,CA,397,Rep.,Mark,Takano,D,1960-12-10,M,CA,mark takano
285,408,H4MS02068,Rep.,Bennie,Thompson,D,1948-01-28,M,MS,400,Rep.,Bennie,Thompson,D,1948-01-28,M,MS,bennie thompson
286,409,H8CA01109,Rep.,Mike,Thompson,D,1951-01-24,M,CA,401,Rep.,Mike,Thompson,D,1951-01-24,M,CA,mike thompson
287,410,H8PA05071,Rep.,Glenn,Thompson,R,1959-07-27,M,PA,399,Rep.,Glenn,Thompson,R,1959-07-27,M,PA,glenn thompson
288,411,H4TX13014,Rep.,William,Thornberry,R,1958-07-15,M,TX,402,Rep.,William,Thornberry,R,1958-07-15,M,TX,william thornberry
289,413,H6CO03139,Rep.,Scott,Tipton,R,1956-11-09,M,CO,405,Rep.,Scott,Tipton,R,1956-11-09,M,CO,scott tipton
290,414,H8NV03036,Rep.,Dina,Titus,D,1950-05-23,F,NV,406,Rep.,Dina,Titus,D,1950-05-23,F,NV,dina titus
291,415,H8NY21203,Rep.,Paul,Tonko,D,1949-06-18,M,NY,408,Rep.,Paul,Tonko,D,1949-06-18,M,NY,paul tonko
292,416,H4CA35031,Rep.,Norma,Torres,D,1965-04-04,F,CA,409,Rep.,Norma,Torres,D,1965-04-04,F,CA,norma torres
293,419,H2OH03067,Rep.,Michael,Turner,R,1960-01-11,M,OH,413,Rep.,Michael,Turner,R,1960-01-11,M,OH,michael turner
294,420,H6MI04113,Rep.,Fred,Upton,R,1953-04-23,M,MI,415,Rep.,Fred,Upton,R,1953-04-23,M,MI,fred upton
295,422,H2CA50026,Rep.,Juan,Vargas,D,1961-03-07,M,CA,418,Rep.,Juan,Vargas,D,1961-03-07,M,CA,juan vargas
296,423,H2TX33073,Rep.,Marc,Veasey,D,1971-01-03,M,TX,419,Rep.,Marc,Veasey,D,1971-01-03,M,TX,marc veasey
297,424,H2TX27190,Rep.,Filemon,Vela,D,1963-02-13,M,TX,420,Rep.,Filemon,Vela,D,1963-02-13,M,TX,filemon vela
298,425,H2NY00010,Rep.,Nydia,Velázquez,D,1953-03-28,F,NY,421,Rep.,Nydia,Velázquez,D,1953-03-28,F,NY,nydia velázquez
299,426,H4IN01012,Rep.,Peter,Visclosky,D,1949-08-13,M,IN,422,Rep.,Peter,Visclosky,D,1949-08-13,M,IN,peter visclosky
300,427,H2MO02102,Rep.,Ann,Wagner,R,1962-09-13,F,MO,423,Rep.,Ann,Wagner,R,1962-09-13,F,MO,ann wagner
301,428,H4MI07103,Rep.,Tim,Walberg,R,1951-04-12,M,MI,424,Rep.,Tim,Walberg,R,1951-04-12,M,MI,tim walberg
302,429,H6OR02116,Rep.,Greg,Walden,R,1957-01-10,M,OR,425,Rep.,Greg,Walden,R,1957-01-10,M,OR,greg walden
303,430,H4NC06052,Rep.,Mark,Walker,R,1969-05-20,M,NC,426,Rep.,Mark,Walker,R,1969-05-20,M,NC,mark walker
304,431,H0IN02190,Rep.,Jackie,Walorski,R,1963-08-17,F,IN,427,Rep.,Jackie,Walorski,R,1963-08-17,F,IN,jackie walorski
305,434,H4FL20023,Rep.,Debbie,Wasserman Schultz,D,1966-09-27,F,FL,429,Rep.,Debbie,Wasserman Schultz,D,1966-09-27,F,FL,debbie wasserman schultz
306,435,H4CA23011,Rep.,Maxine,Waters,D,1938-08-15,F,CA,430,Rep.,Maxine,Waters,D,1938-08-15,F,CA,maxine waters
307,436,H4NJ12149,Rep.,Bonnie,Watson Coleman,D,1945-02-06,F,NJ,432,Rep.,Bonnie,Watson Coleman,D,1945-02-06,F,NJ,bonnie watson coleman
308,437,H2TX14149,Rep.,Randy,Weber,R,1953-07-02,M,TX,433,Rep.,Randy,Weber,R,1953-07-02,M,TX,randy weber
309,438,H0FL08208,Rep.,Daniel,Webster,R,1949-04-27,M,FL,434,Rep.,Daniel,Webster,R,1949-04-27,M,FL,daniel webster
310,439,H6VT00160,Rep.,Peter,Welch,D,1947-05-02,M,VT,435,Rep.,Peter,Welch,D,1947-05-02,M,VT,peter welch
311,440,H2OH02085,Rep.,Brad,Wenstrup,R,1958-06-17,M,OH,436,Rep.,Brad,Wenstrup,R,1958-06-17,M,OH,brad wenstrup
312,441,H4AR04048,Rep.,Bruce,Westerman,R,1967-11-18,M,AR,437,Rep.,Bruce,Westerman,R,1967-11-18,M,AR,bruce westerman
313,443,H2TX33040,Rep.,Roger,Williams,R,1949-09-13,M,TX,440,Rep.,Roger,Williams,R,1949-09-13,M,TX,roger williams
314,444,H2SC02059,Rep.,Joe,Wilson,R,1947-07-31,M,SC,441,Rep.,Joe,Wilson,R,1947-07-31,M,SC,joe wilson
315,445,H0FL17068,Rep.,Frederica,Wilson,D,1942-11-05,F,FL,442,Rep.,Frederica,Wilson,D,1942-11-05,F,FL,frederica wilson
316,446,H8VA01147,Rep.,Robert,Wittman,R,1959-02-03,M,VA,443,Rep.,Robert,Wittman,R,1959-02-03,M,VA,robert wittman
317,447,H0AR03055,Rep.,Steve,Womack,R,1957-02-18,M,AR,444,Rep.,Steve,Womack,R,1957-02-18,M,AR,steve womack
318,448,H0GA07133,Rep.,Rob,Woodall,R,1970-02-11,M,GA,445,Rep.,Rob,Woodall,R,1970-02-11,M,GA,rob woodall
319,449,H6KY03124,Rep.,John,Yarmuth,D,1947-11-04,M,KY,447,Rep.,John,Yarmuth,D,1947-11-04,M,KY,john yarmuth
320,451,H2FL06109,Rep.,Ted,Yoho,R,1955-04-13,M,FL,448,Rep.,Ted,Yoho,R,1955-04-13,M,FL,ted yoho
321,452,H6AK00045,Rep.,Don,Young,R,1933-06-09,M,AK,449,Rep.,Don,Young,R,1933-06-09,M,AK,don young
322,454,H8NY01148,Rep.,Lee,Zeldin,R,1980-01-30,M,NY,450,Rep.,Lee,Zeldin,R,1980-01-30,M,NY,lee zeldin
323,0,S2TN00058,Sen.,Lamar,Alexander,R,1940-07-03,M,TN,0,Sen.,Lamar,Alexander,R,1940-07-03,M,TN,lamar alexander
324,2,S6WY00068,Sen.,John,Barrasso,R,1952-07-21,M,WY,2,Sen.,John,Barrasso,R,1952-07-21,M,WY,john barrasso
325,3,S0CO00211,Sen.,Michael,Bennet,D,1964-11-28,M,CO,3,Sen.,Michael,Bennet,D,1964-11-28,M,CO,michael bennet
326,4,S0CT00177,Sen.,Richard,Blumenthal,D,1946-02-13,M,CT,5,Sen.,Richard,Blumenthal,D,1946-02-13,M,CT,richard blumenthal
327,6,S4NJ00185,Sen.,Cory,Booker,D,1969-04-27,M,NJ,7,Sen.,Cory,Booker,D,1969-04-27,M,NJ,cory booker
328,9,S4NC00089,Sen.,Richard,Burr,R,1955-11-30,M,NC,11,Sen.,Richard,Burr,R,1955-11-30,M,NC,richard burr
329,10,S8WA00194,Sen.,Maria,Cantwell,D,1958-10-13,F,WA,12,Sen.,Maria,Cantwell,D,1958-10-13,F,WA,maria cantwell
330,13,S8DE00079,Sen.,Thomas,Carper,D,1947-01-23,M,DE,15,Sen.,Thomas,Carper,D,1947-01-23,M,DE,thomas carper
331,14,S6PA00217,Sen.,Bob,Casey,D,1960-04-13,M,PA,16,Sen.,Bob,Casey,D,1960-04-13,M,PA,bob casey
332,17,S6ME00159,Sen.,Susan,Collins,R,1952-12-07,F,ME,18,Sen.,Susan,Collins,R,1952-12-07,F,ME,susan collins
333,18,S0DE00092,Sen.,Christopher,Coons,D,1963-09-09,M,DE,19,Sen.,Christopher,Coons,D,1963-09-09,M,DE,christopher coons
334,20,S2TX00106,Sen.,John,Cornyn,R,1952-02-02,M,TX,20,Sen.,John,Cornyn,R,1952-02-02,M,TX,john cornyn
335,21,S6NV00200,Sen.,Catherine,Cortez Masto,D,1964-03-29,F,NV,21,Sen.,Catherine,Cortez Masto,D,1964-03-29,F,NV,catherine cortez masto
336,23,S8ID00027,Sen.,Michael,Crapo,R,1951-05-20,M,ID,24,Sen.,Michael,Crapo,R,1951-05-20,M,ID,michael crapo
337,24,S2TX00312,Sen.,Ted,Cruz,R,1970-12-22,M,TX,25,Sen.,Ted,Cruz,R,1970-12-22,M,TX,ted cruz
338,25,S2MT00096,Sen.,Steve,Daines,R,1962-08-20,M,MT,26,Sen.,Steve,Daines,R,1962-08-20,M,MT,steve daines
339,28,S6IL00151,Sen.,Richard,Durbin,D,1944-11-21,M,IL,28,Sen.,Richard,Durbin,D,1944-11-21,M,IL,richard durbin
340,29,S6WY00126,Sen.,Michael,Enzi,R,1944-02-01,M,WY,29,Sen.,Michael,Enzi,R,1944-02-01,M,WY,michael enzi
341,30,S4IA00129,Sen.,Joni,Ernst,R,1970-07-01,F,IA,30,Sen.,Joni,Ernst,R,1970-07-01,F,IA,joni ernst
342,31,S0CA00199,Sen.,Dianne,Feinstein,D,1933-06-22,F,CA,31,Sen.,Dianne,Feinstein,D,1933-06-22,F,CA,dianne feinstein
343,32,S2NE00094,Sen.,Deb,Fischer,R,1951-03-01,F,NE,32,Sen.,Deb,Fischer,R,1951-03-01,F,NE,deb fischer
344,35,S4CO00395,Sen.,Cory,Gardner,R,1974-08-22,M,CO,33,Sen.,Cory,Gardner,R,1974-08-22,M,CO,cory gardner
345,37,S0SC00149,Sen.,Lindsey,Graham,R,1955-07-09,M,SC,35,Sen.,Lindsey,Graham,R,1955-07-09,M,SC,lindsey graham
346,38,S0IA00028,Sen.,Charles,Grassley,R,1933-09-17,M,IA,36,Sen.,Charles,Grassley,R,1933-09-17,M,IA,charles grassley
347,39,S6CA00584,Sen.,Kamala,Harris,D,1964-10-20,F,CA,37,Sen.,Kamala,Harris,D,1964-10-20,F,CA,kamala harris
348,40,S6NH00091,Sen.,Margaret,Hassan,D,1958-02-27,F,NH,38,Sen.,Margaret,Hassan,D,1958-02-27,F,NH,margaret hassan
349,46,S0ND00093,Sen.,John,Hoeven,R,1957-03-13,M,ND,42,Sen.,John,Hoeven,R,1957-03-13,M,ND,john hoeven
350,48,S4OK00083,Sen.,James,Inhofe,R,1934-11-17,M,OK,44,Sen.,James,Inhofe,R,1934-11-17,M,OK,james inhofe
351,50,S0WI00197,Sen.,Ron,Johnson,R,1955-04-08,M,WI,46,Sen.,Ron,Johnson,R,1955-04-08,M,WI,ron johnson
352,52,S2VA00142,Sen.,Tim,Kaine,D,1958-02-26,M,VA,48,Sen.,Tim,Kaine,D,1958-02-26,M,VA,tim kaine
353,53,S4LA00065,Sen.,John,Kennedy,R,1951-11-21,M,LA,50,Sen.,John,Kennedy,R,1951-11-21,M,LA,john kennedy
354,54,S2ME00109,Sen.,Angus,King,ID,1944-03-31,M,ME,51,Sen.,Angus,King,ID,1944-03-31,M,ME,angus king
355,55,S6MN00267,Sen.,Amy,Klobuchar,D,1960-05-25,F,MN,52,Sen.,Amy,Klobuchar,D,1960-05-25,F,MN,amy klobuchar
356,58,S4VT00017,Sen.,Patrick,Leahy,D,1940-03-31,M,VT,54,Sen.,Patrick,Leahy,D,1940-03-31,M,VT,patrick leahy
357,59,S0UT00165,Sen.,Mike,Lee,R,1971-06-04,M,UT,55,Sen.,Mike,Lee,R,1971-06-04,M,UT,mike lee
358,60,S0WV00090,Sen.,Joe,Manchin,D,1947-08-24,M,WV,57,Sen.,Joe,Manchin,D,1947-08-24,M,WV,joe manchin
359,64,S2KY00012,Sen.,Mitch,McConnell,R,1942-02-20,M,KY,59,Sen.,Mitch,McConnell,R,1942-02-20,M,KY,mitch mcconnell
360,66,S8OR00207,Sen.,Jeff,Merkley,D,1956-10-24,M,OR,62,Sen.,Jeff,Merkley,D,1956-10-24,M,OR,jeff merkley
361,68,S4AK00099,Sen.,Lisa,Murkowski,R,1957-05-22,F,AK,64,Sen.,Lisa,Murkowski,R,1957-05-22,F,AK,lisa murkowski
