,fec_candidate_id,speaker,short_title,last_name,first_name,party,date_of_birth,gender,state
42,H2CA28113,tony cárdenas,Rep.,Cárdenas,Tony,D,1963-03-31,M,CA
43,H8IN07184,andré carson,Rep.,Carson,André,D,1974-10-16,M,IN
44,H2TX31044,john carter,Rep.,Carter,John,R,1941-11-06,M,TX
45,H4GA01039,buddy carter,Rep.,Carter,Buddy,R,1957-09-06,M,GA
46,H2PA17079,matt cartwright,Rep.,Cartwright,Matt,D,1961-05-01,M,PA
47,H6FL11126,kathy castor,Rep.,Castor,Kathy,D,1966-08-20,F,FL
48,H2TX35011,joaquín castro,Rep.,Castro,Joaquín,D,1974-09-16,M,TX
49,H8OH01043,steven chabot,Rep.,Chabot,Steven,R,1953-01-22,M,OH
50,H6WY00159,liz cheney,Rep.,Cheney,Liz,R,1966-07-28,F,WY
51,H0CA32101,judy chu,Rep.,Chu,Judy,D,1953-07-07,F,CA
52,H0RI01073,david cicilline,Rep.,Cicilline,David,D,1961-07-15,M,RI
53,H4MA05084,katherine clark,Rep.,Clark,Katherine,D,1963-07-17,F,MA
54,H4NY11138,yvette clarke,Rep.,Clarke,Yvette,D,1964-11-21,F,NY
55,H0MO01066,william clay,Rep.,Clay,William,D,1956-07-27,M,MO
56,H4MO05234,emanuel cleaver,Rep.,Cleaver,Emanuel,D,1944-10-26,M,MO
57,H2SC02042,james clyburn,Rep.,Clyburn,James,D,1940-07-21,M,SC
58,H6TN09068,steve cohen,Rep.,Cohen,Steve,D,1949-05-24,M,TN
59,H2OK04055,tom cole,Rep.,Cole,Tom,R,1949-04-28,M,OK
60,H2GA09150,doug collins,Rep.,Collins,Doug,R,1966-08-16,M,GA
61,H6KY01110,james comer,Rep.,Comer,James,R,1972-08-19,M,KY
62,H4TX19136,k. conaway,Rep.,Conaway,K.,R,1948-06-11,M,TX
63,H8VA11062,gerald connolly,Rep.,Connolly,Gerald,D,1950-03-30,M,VA
64,H2TN05131,jim cooper,Rep.,Cooper,Jim,D,1954-06-19,M,TN
65,H6CA46116,j. correa,Rep.,Correa,J.,D,1958-01-24,M,CA
66,H4CA20082,jim costa,Rep.,Costa,Jim,D,1952-04-13,M,CA
67,H2CT02112,joe courtney,Rep.,Courtney,Joe,D,1953-04-06,M,CT
68,H0AR01083,rick crawford,Rep.,Crawford,Rick,R,1966-01-22,M,AR
69,H6FL13205,charlie crist,Rep.,Crist,Charlie,D,1956-07-24,M,FL
70,H2TX23082,henry cuellar,Rep.,Cuellar,Henry,D,1955-09-19,M,TX
71,H6OH08315,warren davidson,Rep.,Davidson,Warren,R,1970-03-01,M,OH
72,H4IL07037,danny davis,Rep.,Davis,Danny,D,1941-09-06,M,IL
73,H2IL13120,rodney davis,Rep.,Davis,Rodney,R,1970-01-05,M,IL
74,H0CA49055,susan davis,Rep.,Davis,Susan,D,1944-04-13,F,CA
75,H6OR04047,peter defazio,Rep.,DeFazio,Peter,D,1947-05-27,M,OR
76,H6CO01141,diana degette,Rep.,DeGette,Diana,D,1957-07-29,F,CO
77,H0CT03072,rosa delauro,Rep.,DeLauro,Rosa,D,1943-03-02,F,CT
78,H0WA08046,suzan delbene,Rep.,DelBene,Suzan,D,1962-02-17,F,WA
79,H2FL08063,val demings,Rep.,Demings,Val,D,1957-03-12,F,FL
80,H0CA10073,mark desaulnier,Rep.,DeSaulnier,Mark,D,1952-03-31,M,CA
81,H0TN04195,scott desjarlais,Rep.,DesJarlais,Scott,R,1964-02-21,M,TN
82,H0FL19080,ted deutch,Rep.,Deutch,Ted,D,1966-05-07,M,FL
83,H2FL25018,mario diaz-balart,Rep.,Diaz-Balart,Mario,R,1961-09-25,M,FL
84,H4MI12079,debbie dingell,Rep.,Dingell,Debbie,D,1953-11-23,F,MI
85,H4TX10028,lloyd doggett,Rep.,Doggett,Lloyd,D,1946-10-06,M,TX
86,H4PA18131,mike doyle,Rep.,Doyle,Mike,D,1953-08-05,M,PA
87,H0SC03077,jeffrey duncan,Rep.,Duncan,Jeffrey,R,1966-01-07,M,SC
88,H6FL02208,neal dunn,Rep.,Dunn,Neal,R,1953-02-16,M,FL
89,H4MN06087,tom emmer,Rep.,Emmer,Tom,R,1961-03-03,M,MN
90,H8NY19058,eliot engel,Rep.,Engel,Eliot,D,1947-02-18,M,NY
91,H8CA12098,anna eshoo,Rep.,Eshoo,Anna,D,1942-12-13,F,CA
92,H2NY13096,adriano espaillat,Rep.,Espaillat,Adriano,D,1954-09-27,M,NY
93,H6PA02171,dwight evans,Rep.,Evans,Dwight,D,1954-05-16,M,PA
94,H6GA03113,a. ferguson,Rep.,Ferguson,A.,R,1966-11-15,M,GA
95,H6PA08277,brian fitzpatrick,Rep.,Fitzpatrick,Brian,R,1973-12-17,M,PA
96,H0TN03254,chuck fleischmann,Rep.,Fleischmann,Chuck,R,1962-10-11,M,TN
97,H0TX17104,bill flores,Rep.,Flores,Bill,R,1954-02-25,M,TX
98,H4NE01064,jeff fortenberry,Rep.,Fortenberry,Jeff,R,1960-12-27,M,NE
99,H8IL14067,bill foster,Rep.,Foster,Bill,D,1955-10-07,M,IL
100,H4NC05146,virginia foxx,Rep.,Foxx,Virginia,R,1943-06-29,F,NC
101,H2FL14053,lois frankel,Rep.,Frankel,Lois,D,1948-05-16,F,FL
102,H8OH11141,marcia fudge,Rep.,Fudge,Marcia,D,1952-10-29,F,OH
103,H2HI02508,tulsi gabbard,Rep.,Gabbard,Tulsi,D,1981-04-12,F,HI
104,H6FL01119,matt gaetz,Rep.,Gaetz,Matt,R,1982-05-07,M,FL
105,H6WI08155,mike gallagher,Rep.,Gallagher,Mike,R,1984-03-03,M,WI
106,H4AZ07043,ruben gallego,Rep.,Gallego,Ruben,D,1979-11-20,M,AZ
107,H0CA10149,john garamendi,Rep.,Garamendi,John,D,1945-01-24,M,CA
108,H0OH18077,bob gibbs,Rep.,Gibbs,Bob,R,1954-06-14,M,OH
109,H4TX04039,louie gohmert,Rep.,Gohmert,Louie,R,1953-08-18,M,TX
110,H6TX15162,vicente gonzalez,Rep.,Gonzalez,Vicente,D,1967-09-04,M,TX
111,H0AZ01259,paul gosar,Rep.,Gosar,Paul,R,1958-11-22,M,AZ
112,H6NJ05171,josh gottheimer,Rep.,Gottheimer,Josh,D,1975-03-08,M,NJ
113,H6TX12060,kay granger,Rep.,Granger,Kay,R,1943-01-18,F,TX
114,H4LA06153,garret graves,Rep.,Graves,Garret,R,1972-01-31,M,LA
115,H0MO06073,sam graves,Rep.,Graves,Sam,R,1963-11-07,M,MO
116,H4TX09095,al green,Rep.,Green,Al,D,1947-09-01,M,TX
117,H0VA09055,morgan griffith,Rep.,Griffith,Morgan,R,1958-03-15,M,VA
118,H2AZ07070,raúl grijalva,Rep.,Grijalva,Raúl,D,1948-02-19,M,AZ
119,H4WI06048,glenn grothman,Rep.,Grothman,Glenn,R,1955-07-03,M,WI
120,H8KY02031,brett guthrie,Rep.,Guthrie,Brett,R,1964-02-18,M,KY
121,H8MD01094,andy harris,Rep.,Harris,Andy,R,1957-01-25,M,MD
122,H0MO04086,vicky hartzler,Rep.,Hartzler,Vicky,R,1960-10-13,F,MO
123,H2FL23021,alcee hastings,Rep.,Hastings,Alcee,D,1936-09-05,M,FL
124,H0WA03161,denny heck,Rep.,Heck,Denny,D,1952-07-29,M,WA
125,H0WA03187,jaime herrera beutler,Rep.,Herrera Beutler,Jaime,R,1978-11-03,F,WA
126,H0GA07125,jody hice,Rep.,Hice,Jody,R,1960-04-22,M,GA
127,H4NY27076,brian higgins,Rep.,Higgins,Brian,D,1959-10-06,M,NY
128,H6LA03148,clay higgins,Rep.,Higgins,Clay,R,1961-08-24,M,LA
129,H4AR02141,french hill,Rep.,Hill,French,R,1956-12-05,M,AR
130,H8CT04172,jim himes,Rep.,Himes,Jim,D,1966-07-05,M,CT
131,H2NC13110,george holding,Rep.,Holding,George,R,1968-04-17,M,NC
132,H6IN09176,trey hollingsworth,Rep.,Hollingsworth,Trey,R,1983-09-12,M,IN
133,H2MD05155,steny hoyer,Rep.,Hoyer,Steny,D,1939-06-14,M,MD
134,H2NC08185,richard hudson,Rep.,Hudson,Richard,R,1971-11-04,M,NC
135,H2CA06259,jared huffman,Rep.,Huffman,Jared,D,1964-02-18,M,CA
136,H0MI02094,bill huizenga,Rep.,Huizenga,Bill,R,1969-01-31,M,MI
137,H0TX23086,will hurd,Rep.,Hurd,Will,R,1977-08-19,M,TX
138,H4TX18054,sheila jackson lee,Rep.,Jackson Lee,Sheila,D,1950-01-12,F,TX
139,H6WA07458,pramila jayapal,Rep.,Jayapal,Pramila,D,1965-09-21,F,WA
140,H2NY10092,hakeem jeffries,Rep.,Jeffries,Hakeem,D,1970-08-04,M,NY
141,H6GA04129,hank johnson,Rep.,Johnson,Hank,D,1954-10-02,M,GA
142,H0OH06189,bill johnson,Rep.,Johnson,Bill,R,1954-11-10,M,OH
143,H2TX00015,eddie johnson,Rep.,Johnson,Eddie,D,1935-12-03,F,TX
144,H6LA04138,mike johnson,Rep.,Johnson,Mike,R,1972-01-30,M,LA
145,H6OH04082,jim jordan,Rep.,Jordan,Jim,R,1964-02-17,M,OH
146,H2OH14064,dave joyce,Rep.,Joyce,Dave,R,1957-03-17,M,OH
147,H2OH09031,marcy kaptur,Rep.,Kaptur,Marcy,D,1946-06-17,F,OH
148,H4NY24073,john katko,Rep.,Katko,John,R,1962-11-09,M,NY
149,H0MA10082,bill keating,Rep.,Keating,Bill,D,1952-09-06,M,MA
150,H6MS01131,trent kelly,Rep.,Kelly,Trent,R,1966-03-01,M,MS
151,H0PA03271,mike kelly,Rep.,Kelly,Mike,R,1948-05-10,M,PA
152,H2IL02172,robin kelly,Rep.,Kelly,Robin,D,1956-04-30,F,IL
153,H2MA04073,joseph kennedy,Rep.,Kennedy,Joseph,D,1980-10-04,M,MA
154,H4CA12055,ro khanna,Rep.,Khanna,Ro,D,1976-09-13,M,CA
155,H2MI05119,dan kildee,Rep.,Kildee,Dan,D,1958-08-11,M,MI
156,H2WA06129,derek kilmer,Rep.,Kilmer,Derek,D,1974-01-01,M,WA
157,H6WI03099,ron kind,Rep.,Kind,Ron,D,1963-03-16,M,WI
158,H2NY03089,peter king,Rep.,King,Peter,R,1944-04-05,M,NY
159,H2IA05072,steve king,Rep.,King,Steve,R,1949-05-28,M,IA
160,H0IL11052,adam kinzinger,Rep.,Kinzinger,Adam,R,1978-02-27,M,IL
161,H6IL08147,raja krishnamoorthi,Rep.,Krishnamoorthi,Raja,D,1973-07-19,M,IL
162,H0NH02181,ann kuster,Rep.,Kuster,Ann,D,1956-09-05,F,NH
163,H2TN07103,david kustoff,Rep.,Kustoff,David,R,1966-10-08,M,TN
164,H6IL18088,darin lahood,Rep.,LaHood,Darin,R,1968-07-05,M,IL
165,H2CA02142,doug lamalfa,Rep.,LaMalfa,Doug,R,1960-07-02,M,CA
166,H6CO05159,doug lamborn,Rep.,Lamborn,Doug,R,1954-05-24,M,CO
167,H0RI02139,jim langevin,Rep.,Langevin,Jim,D,1964-04-22,M,RI
168,H0WA02080,rick larsen,Rep.,Larsen,Rick,D,1965-06-15,M,WA
169,H8CT01046,john larson,Rep.,Larson,John,D,1948-07-22,M,CT
170,H8OH05036,robert latta,Rep.,Latta,Robert,R,1956-04-18,M,OH
171,H2MI14111,brenda lawrence,Rep.,Lawrence,Brenda,D,1954-10-18,F,MI
172,H0FL02086,al lawson,Rep.,Lawson,Al,D,1948-09-23,M,FL
173,H8CA09060,barbara lee,Rep.,Lee,Barbara,D,1946-07-16,F,CA
174,H4CA33119,ted lieu,Rep.,Lieu,Ted,D,1969-03-29,M,CA
175,H4IL03077,daniel lipinski,Rep.,Lipinski,Daniel,D,1966-07-15,M,IL
176,H6IA02146,dave loebsack,Rep.,Loebsack,Dave,D,1952-12-23,M,IA
177,H4CA16049,zoe lofgren,Rep.,Lofgren,Zoe,D,1947-12-21,F,CA
178,H0MO07113,billy long,Rep.,Long,Billy,R,1955-08-11,M,MO
179,H4GA11061,barry loudermilk,Rep.,Loudermilk,Barry,R,1963-12-22,M,GA
180,H2CA00104,alan lowenthal,Rep.,Lowenthal,Alan,D,1941-03-08,M,CA
181,H8NY20056,nita lowey,Rep.,Lowey,Nita,D,1937-07-05,F,NY
182,H4OK06056,frank lucas,Rep.,Lucas,Frank,R,1960-01-06,M,OK
183,H8MO09153,blaine luetkemeyer,Rep.,Luetkemeyer,Blaine,R,1952-05-07,M,MO
184,H8NM03196,ben luján,Rep.,Luján,Ben,D,1972-06-07,M,NM
185,H2MA09072,stephen lynch,Rep.,Lynch,Stephen,D,1955-03-31,M,MA
186,H2NY14037,carolyn maloney,Rep.,Maloney,Carolyn,D,1946-02-19,F,NY
187,H2NY22139,sean maloney,Rep.,Maloney,Sean,D,1966-07-30,M,NY
188,H4TX24094,kenny marchant,Rep.,Marchant,Kenny,R,1951-02-23,M,TX
189,H0PA10078,tom marino,Rep.,Marino,Tom,R,1952-08-15,M,PA
190,H6KS01179,roger marshall,Rep.,Marshall,Roger,R,1960-08-09,M,KS
191,H2KY04121,thomas massie,Rep.,Massie,Thomas,R,1971-01-13,M,KY
192,H6FL18097,brian mast,Rep.,Mast,Brian,R,1980-07-10,M,FL
193,H6CA05195,doris matsui,Rep.,Matsui,Doris,D,1944-09-25,F,CA
194,H6CA22125,kevin mccarthy,Rep.,McCarthy,Kevin,R,1965-01-26,M,CA
195,H4TX10093,michael mccaul,Rep.,McCaul,Michael,R,1962-01-14,M,TX
196,H8CA04152,tom mcclintock,Rep.,McClintock,Tom,R,1956-07-10,M,CA
197,H0MN04049,betty mccollum,Rep.,McCollum,Betty,D,1954-07-12,F,MN
198,H6VA04061,a. mceachin,Rep.,McEachin,A.,D,1961-10-10,M,VA
199,H4MA03022,jim mcgovern,Rep.,McGovern,Jim,D,1959-11-20,M,MA
200,H4NC10047,patrick mchenry,Rep.,McHenry,Patrick,R,1975-10-22,M,NC
201,H0WV01072,david mckinley,Rep.,McKinley,David,R,1947-03-28,M,WV
202,H4WA05077,cathy mcmorris rodgers,Rep.,McMorris Rodgers,Cathy,R,1969-05-22,F,WA
203,H4CA11081,jerry mcnerney,Rep.,McNerney,Jerry,D,1951-06-18,M,CA
204,H8NY06048,gregory meeks,Rep.,Meeks,Gregory,D,1953-09-25,M,NY
205,H2NY06116,grace meng,Rep.,Meng,Grace,D,1975-10-01,F,NY
206,H4MI04118,paul mitchell,Rep.,Mitchell,Paul,R,1961-05-08,M,MI
207,H4MI04126,john moolenaar,Rep.,Moolenaar,John,R,1961-05-08,M,MI
208,H4WV02080,alex mooney,Rep.,Mooney,Alex,R,1971-06-05,M,WV
209,H4WI04183,gwen moore,Rep.,Moore,Gwen,D,1951-04-18,F,WI
210,H4MA06090,seth moulton,Rep.,Moulton,Seth,D,1978-10-24,M,MA
211,H2OK02083,markwayne mullin,Rep.,Mullin,Markwayne,R,1977-07-26,M,OK
212,H6FL07140,stephanie murphy,Rep.,Murphy,Stephanie,D,1978-09-16,F,FL
213,H2NY17071,jerrold nadler,Rep.,Nadler,Jerrold,D,1947-06-13,M,NY
214,H8CA34068,grace napolitano,Rep.,Napolitano,Grace,D,1936-12-04,F,CA
215,H8MA02041,richard neal,Rep.,Neal,Richard,D,1949-02-14,M,MA
216,H4WA04104,dan newhouse,Rep.,Newhouse,Dan,R,1955-07-10,M,WA
217,H4NJ01084,donald norcross,Rep.,Norcross,Donald,D,1958-12-13,M,NJ
218,H8CA20059,devin nunes,Rep.,Nunes,Devin,R,1973-10-01,M,CA
219,H6AZ01199,tom o'halleran,Rep.,O'Halleran,Tom,D,1946-01-24,M,AZ
220,H8TX22107,pete olson,Rep.,Olson,Pete,R,1962-12-09,M,TX
221,H0MS04120,steven palazzo,Rep.,Palazzo,Steven,R,1970-02-21,M,MS
222,H8NJ03073,frank pallone,Rep.,Pallone,Frank,D,1951-10-30,M,NJ
223,H4AL06098,gary palmer,Rep.,Palmer,Gary,R,1954-05-14,M,AL
224,H6CA20152,jimmy panetta,Rep.,Panetta,Jimmy,D,1969-10-01,M,CA
225,H6NJ08118,bill pascrell,Rep.,Pascrell,Bill,D,1937-01-25,M,NJ
226,H2NJ10154,donald payne,Rep.,Payne,Donald,D,1958-12-17,M,NJ
227,H8CA05035,nancy pelosi,Rep.,Pelosi,Nancy,D,1940-03-26,F,CA
228,H6CO07023,ed perlmutter,Rep.,Perlmutter,Ed,D,1953-05-01,M,CO
229,H2PA04135,scott perry,Rep.,Perry,Scott,R,1962-05-27,M,PA
230,H2CA52089,scott peters,Rep.,Peters,Scott,D,1958-06-17,M,CA
231,H2MN07014,collin peterson,Rep.,Peterson,Collin,D,1944-06-29,M,MN
232,H8ME01120,chellie pingree,Rep.,Pingree,Chellie,D,1955-04-02,F,ME
233,H2WI02124,mark pocan,Rep.,Pocan,Mark,D,1964-08-14,M,WI
234,H8FL15107,bill posey,Rep.,Posey,Bill,R,1947-12-18,M,FL
235,H6NC04037,david price,Rep.,Price,David,D,1940-08-17,M,NC
236,H0IL05096,mike quigley,Rep.,Quigley,Mike,D,1958-10-17,M,IL
237,H6MD08457,jamie raskin,Rep.,Raskin,Jamie,D,1962-12-13,M,MD
238,H0NY29054,tom reed,Rep.,Reed,Tom,R,1971-11-18,M,NY
239,H4NY04075,kathleen rice,Rep.,Rice,Kathleen,D,1965-02-15,F,NY
240,H2SC07066,tom rice,Rep.,Rice,Tom,R,1957-08-04,M,SC
241,H8LA02054,cedric richmond,Rep.,Richmond,Cedric,D,1973-09-13,M,LA
242,H0AL02087,martha roby,Rep.,Roby,Martha,R,1976-07-27,F,AL
243,H6TN01388,phil roe,Rep.,Roe,Phil,R,1945-07-21,M,TN
244,H2AL03032,mike rogers,Rep.,Rogers,Mike,R,1958-07-16,M,AL
245,H0KY05015,harold rogers,Rep.,Rogers,Harold,R,1937-12-31,M,KY
246,H6FL19087,francis rooney,Rep.,Rooney,Francis,R,1953-12-04,M,FL
247,H2NC07096,david rouzer,Rep.,Rouzer,David,R,1972-02-16,M,NC
248,H2CA33048,lucille roybal-allard,Rep.,Roybal-Allard,Lucille,D,1941-06-12,F,CA
249,H2CA36439,raul ruiz,Rep.,Ruiz,Raul,D,1972-08-25,M,CA
250,H2MD02160,c.a. dutch ruppersberger,Rep.,Ruppersberger,C.A. Dutch,D,1946-01-31,M,MD
251,H2IL01042,bobby rush,Rep.,Rush,Bobby,D,1946-11-23,M,IL
252,H6FL04105,john rutherford,Rep.,Rutherford,John,R,1952-09-02,M,FL
253,H2OH17109,tim ryan,Rep.,Ryan,Tim,D,1973-07-16,M,OH
254,H2CA39078,linda sánchez,Rep.,Sánchez,Linda,D,1969-01-28,F,CA
255,H6MD03292,john sarbanes,Rep.,Sarbanes,John,D,1962-05-22,M,MD
256,H0LA01087,steve scalise,Rep.,Scalise,Steve,R,1965-10-06,M,LA
257,H8IL09067,jan schakowsky,Rep.,Schakowsky,Jan,D,1944-05-26,F,IL
258,H0CA27085,adam schiff,Rep.,Schiff,Adam,D,1960-06-22,M,CA
259,H2IL10068,brad schneider,Rep.,Schneider,Brad,D,1961-08-20,M,IL
260,H8OR05107,kurt schrader,Rep.,Schrader,Kurt,D,1951-10-19,M,OR
261,H4AZ06045,david schweikert,Rep.,Schweikert,David,R,1962-03-03,M,AZ
262,H6VA01117,robert scott,Rep.,Scott,Robert,D,1947-04-30,M,VA
263,H2GA13012,david scott,Rep.,Scott,David,D,1945-06-27,M,GA
264,H0GA08099,austin scott,Rep.,Scott,Austin,R,1969-12-10,M,GA
265,H8WI09050,f. sensenbrenner,Rep.,Sensenbrenner,F.,R,1943-06-14,M,WI
266,H0NY18065,josé serrano,Rep.,Serrano,José,D,1943-10-24,M,NY
267,H0AL07086,terri sewell,Rep.,Sewell,Terri,D,1965-01-01,F,AL
268,H6CA24113,brad sherman,Rep.,Sherman,Brad,D,1954-10-24,M,CA
269,H2IL20042,john shimkus,Rep.,Shimkus,John,R,1958-02-21,M,IL
270,H8ID02064,mike simpson,Rep.,Simpson,Mike,R,1950-09-08,M,ID
271,H6NJ13191,albio sires,Rep.,Sires,Albio,D,1951-01-26,M,NJ
272,H8NJ04014,christopher smith,Rep.,Smith,Christopher,R,1953-03-04,M,NJ
273,H4MO08162,jason smith,Rep.,Smith,Jason,R,1980-06-16,M,MO
274,H6WA09025,adam smith,Rep.,Smith,Adam,D,1965-06-15,M,WA
275,H6NE03115,adrian smith,Rep.,Smith,Adrian,R,1970-12-19,M,NE
276,H6PA16320,lloyd smucker,Rep.,Smucker,Lloyd,R,1964-01-23,M,PA
277,H6FL09179,darren soto,Rep.,Soto,Darren,D,1978-02-25,M,FL
278,H8CA12171,jackie speier,Rep.,Speier,Jackie,D,1950-05-14,F,CA
279,H4NY21079,elise stefanik,Rep.,Stefanik,Elise,R,1984-07-02,F,NY
280,H2UT02324,chris stewart,Rep.,Stewart,Chris,R,1960-07-15,M,UT
281,H8OH15076,steve stivers,Rep.,Stivers,Steve,R,1965-03-24,M,OH
282,H6NY03247,thomas suozzi,Rep.,Suozzi,Thomas,D,1962-08-31,M,NY
283,H2CA15094,eric swalwell,Rep.,Swalwell,Eric,D,1980-11-16,M,CA
284,H2CA43245,mark takano,Rep.,Takano,Mark,D,1960-12-10,M,CA
285,H4MS02068,bennie thompson,Rep.,Thompson,Bennie,D,1948-01-28,M,MS
286,H8CA01109,mike thompson,Rep.,Thompson,Mike,D,1951-01-24,M,CA
287,H8PA05071,glenn thompson,Rep.,Thompson,Glenn,R,1959-07-27,M,PA
288,H4TX13014,william thornberry,Rep.,Thornberry,William,R,1958-07-15,M,TX
289,H6CO03139,scott tipton,Rep.,Tipton,Scott,R,1956-11-09,M,CO
290,H8NV03036,dina titus,Rep.,Titus,Dina,D,1950-05-23,F,NV
291,H8NY21203,paul tonko,Rep.,Tonko,Paul,D,1949-06-18,M,NY
292,H4CA35031,norma torres,Rep.,Torres,Norma,D,1965-04-04,F,CA
293,H2OH03067,michael turner,Rep.,Turner,Michael,R,1960-01-11,M,OH
294,H6MI04113,fred upton,Rep.,Upton,Fred,R,1953-04-23,M,MI
295,H2CA50026,juan vargas,Rep.,Vargas,Juan,D,1961-03-07,M,CA
296,H2TX33073,marc veasey,Rep.,Veasey,Marc,D,1971-01-03,M,TX
297,H2TX27190,filemon vela,Rep.,Vela,Filemon,D,1963-02-13,M,TX
298,H2NY00010,nydia velázquez,Rep.,Velázquez,Nydia,D,1953-03-28,F,NY
299,H4IN01012,peter visclosky,Rep.,Visclosky,Peter,D,1949-08-13,M,IN
300,H2MO02102,ann wagner,Rep.,Wagner,Ann,R,1962-09-13,F,MO
301,H4MI07103,tim walberg,Rep.,Walberg,Tim,R,1951-04-12,M,MI
302,H6OR02116,greg walden,Rep.,Walden,Greg,R,1957-01-10,M,OR
303,H4NC06052,mark walker,Rep.,Walker,Mark,R,1969-05-20,M,NC
304,H0IN02190,jackie walorski,Rep.,Walorski,Jackie,R,1963-08-17,F,IN
305,H4FL20023,debbie wasserman schultz,Rep.,Wasserman Schultz,Debbie,D,1966-09-27,F,FL
306,H4CA23011,maxine waters,Rep.,Waters,Maxine,D,1938-08-15,F,CA
307,H4NJ12149,bonnie watson coleman,Rep.,Watson Coleman,Bonnie,D,1945-02-06,F,NJ
308,H2TX14149,randy weber,Rep.,Weber,Randy,R,1953-07-02,M,TX
309,H0FL08208,daniel webster,Rep.,Webster,Daniel,R,1949-04-27,M,FL
310,H6VT00160,peter welch,Rep.,Welch,Peter,D,1947-05-02,M,VT
311,H2OH02085,brad wenstrup,Rep.,Wenstrup,Brad,R,1958-06-17,M,OH
312,H4AR04048,bruce westerman,Rep.,Westerman,Bruce,R,1967-11-18,M,AR
313,H2TX33040,roger williams,Rep.,Williams,Roger,R,1949-09-13,M,TX
314,H2SC02059,joe wilson,Rep.,Wilson,Joe,R,1947-07-31,M,SC
315,H0FL17068,frederica wilson,Rep.,Wilson,Frederica,D,1942-11-05,F,FL
316,H8VA01147,robert wittman,Rep.,Wittman,Robert,R,1959-02-03,M,VA
