,fec_candidate_id,short_title,first_name,last_name,party,date_of_birth,gender,state
31,S0CA00199,Sen.,Dianne,Feinstein,D,1933-06-22,F,CA
32,S2NE00094,Sen.,Deb,Fischer,R,1951-03-01,F,NE
33,S4CO00395,Sen.,Cory,Gardner,R,1974-08-22,M,CO
34,H6NY20167,Sen.,Kirsten,Gillibrand,D,1966-12-09,F,NY
35,S0SC00149,Sen.,Lindsey,Graham,R,1955-07-09,M,SC
36,S0IA00028,Sen.,Charles,Grassley,R,1933-09-17,M,IA
37,S6CA00584,Sen.,Kamala,Harris,D,1964-10-20,F,CA
38,S6NH00091,Sen.,Margaret,Hassan,D,1958-02-27,F,NH
39,S8MO00160,Sen.,Joshua,Hawley,R,1979-12-31,M,MO
40,H8NM01224,Sen.,Martin,Heinrich,D,1971-10-17,M,NM
41,H6HI02251,Sen.,Mazie,Hirono,D,1947-11-03,F,HI
42,S0ND00093,Sen.,John,Hoeven,R,1957-03-13,M,ND
43,S8MS00261,Sen.,Cindy,Hyde-Smith,R,1959-05-10,F,MS
44,S4OK00083,Sen.,James,Inhofe,R,1934-11-17,M,OK
46,S0WI00197,Sen.,Ron,Johnson,R,1955-04-08,M,WI
47,S0AL00156,Sen.,Doug,Jones,D,1954-05-04,M,AL
48,S2VA00142,Sen.,Tim,Kaine,D,1958-02-26,M,VA
50,S4LA00065,Sen.,John,Kennedy,R,1951-11-21,M,LA
51,S2ME00109,Sen.,Angus,King,ID,1944-03-31,M,ME
52,S6MN00267,Sen.,Amy,Klobuchar,D,1960-05-25,F,MN
53,H0OK05114,Sen.,James,Lankford,R,1968-03-04,M,OK
54,S4VT00017,Sen.,Patrick,Leahy,D,1940-03-31,M,VT
55,S0UT00165,Sen.,Mike,Lee,R,1971-06-04,M,UT
57,S0WV00090,Sen.,Joe,Manchin,D,1947-08-24,M,WV
58,H6MA07101,Sen.,Edward,Markey,D,1946-07-11,M,MA
59,S2KY00012,Sen.,Mitch,McConnell,R,1942-02-20,M,KY
61,H2NJ13075,Sen.,Robert,Menendez,D,1954-01-01,M,NJ
62,S8OR00207,Sen.,Jeff,Merkley,D,1956-10-24,M,OR
63,H6KS01096,Sen.,Jerry,Moran,R,1954-05-29,M,KS
64,S4AK00099,Sen.,Lisa,Murkowski,R,1957-05-22,F,AK
65,H6CT05124,Sen.,Christopher,Murphy,D,1973-08-03,M,CT
66,S2WA00189,Sen.,Patty,Murray,D,1950-10-11,F,WA
67,S0KY00156,Sen.,Rand,Paul,R,1963-01-07,M,KY
68,S4GA11285,Sen.,David,Perdue,R,1949-12-10,M,GA
69,S4MI00355,Sen.,Gary,Peters,D,1958-12-01,M,MI
70,S0OH00133,Sen.,Rob,Portman,R,1955-12-19,M,OH
71,S6RI00163,Sen.,Jack,Reed,D,1949-11-12,M,RI
72,S8ID00092,Sen.,Jim,Risch,R,1943-05-03,M,ID
73,S6KS00080,Sen.,Pat,Roberts,R,1936-04-20,M,KS
74,S8UT00176,Sen.,Mitt,Romney,R,1947-03-12,M,UT
75,H6NV03139,Sen.,Jacky,Rosen,D,1957-08-02,F,NV
76,S4SD00049,Sen.,Mike,Rounds,R,1954-10-24,M,SD
77,S0FL00338,Sen.,Marco,Rubio,R,1971-05-28,M,FL
78,H8VT01016,Sen.,Bernard,Sanders,ID,1941-09-08,M,VT
79,S4NE00090,Sen.,Ben,Sasse,R,1972-02-22,M,NE
80,S4HI00136,Sen.,Brian,Schatz,D,1972-10-20,M,HI
81,S8NY00082,Sen.,Charles,Schumer,D,1950-11-23,M,NY
83,H0SC01279,Sen.,Tim,Scott,R,1965-09-19,M,SC
84,S0NH00219,Sen.,Jeanne,Shaheen,D,1947-01-28,F,NH
85,S6AL00013,Sen.,Richard,Shelby,R,1934-05-06,M,AL
86,H2AZ09019,Sen.,Kyrsten,Sinema,D,1976-07-12,F,AZ
87,S8MN00578,Sen.,Tina,Smith,D,1958-03-04,F,MN
88,S8MI00281,Sen.,Debbie,Stabenow,D,1950-04-29,F,MI
89,S4AK00214,Sen.,Dan,Sullivan,R,1964-11-13,M,AK
90,S6MT00162,Sen.,Jon,Tester,D,1956-08-21,M,MT
91,S2SD00068,Sen.,John,Thune,R,1961-01-07,M,SD
92,S4NC00162,Sen.,Thom,Tillis,R,1960-08-30,M,NC
93,S4PA00121,Sen.,Patrick,Toomey,R,1961-11-17,M,PA
94,H8NM03097,Sen.,Tom,Udall,D,1948-05-18,M,NM
95,H2MD08126,Sen.,Chris,Van Hollen,D,1959-01-10,M,MD
96,S6VA00093,Sen.,Mark,Warner,D,1954-12-15,M,VA
97,S2MA00170,Sen.,Elizabeth,Warren,D,1949-06-22,F,MA
98,S6RI00221,Sen.,Sheldon,Whitehouse,D,1955-10-20,M,RI
99,H4MS01078,Sen.,Roger,Wicker,R,1951-07-05,M,MS
100,S6OR00110,Sen.,Ron,Wyden,D,1949-05-03,M,OR
101,H0IN09070,Sen.,Todd,Young,R,1972-08-24,M,IN
