,fec_candidate_id,short_title,first_name,last_name,party,date_of_birth,gender,state
84,H8CA10167,Rep.,TJ,Cox,D,1963-07-18,M,CA
85,H6MN02131,Rep.,Angie,Craig,D,1972-02-14,F,MN
86,H0AR01083,Rep.,Rick,Crawford,R,1966-01-22,M,AR
87,H8TX02166,Rep.,Dan,Crenshaw,R,1984-03-14,M,TX
88,H6FL13205,Rep.,Charlie,Crist,D,1956-07-24,M,FL
89,H8CO06229,Rep.,Jason,Crow,D,1979-03-15,M,CO
90,H2TX23082,Rep.,Henry,Cuellar,D,1955-09-19,M,TX
92,H8SC01116,Rep.,Joe,Cunningham,D,1982-05-26,M,SC
93,H8UT03238,Rep.,John,Curtis,R,1960-05-10,M,UT
94,H8KS03155,Rep.,Sharice,Davids,D,1980-05-22,F,KS
95,H6OH08315,Rep.,Warren,Davidson,R,1970-03-01,M,OH
96,H4IL07037,Rep.,Danny,Davis,D,1941-09-06,M,IL
97,H2IL13120,Rep.,Rodney,Davis,R,1970-01-05,M,IL
98,H0CA49055,Rep.,Susan,Davis,D,1944-04-13,F,CA
99,H8PA04116,Rep.,Madeleine,Dean,D,1959-06-06,F,PA
100,H6OR04047,Rep.,Peter,DeFazio,D,1947-05-27,M,OR
101,H6CO01141,Rep.,Diana,DeGette,D,1957-07-29,F,CO
102,H0CT03072,Rep.,Rosa,DeLauro,D,1943-03-02,F,CT
103,H0WA08046,Rep.,Suzan,DelBene,D,1962-02-17,F,WA
104,H8NY19181,Rep.,Antonio,Delgado,D,1977-01-19,M,NY
105,H2FL08063,Rep.,Val,Demings,D,1957-03-12,F,FL
106,H0CA10073,Rep.,Mark,DeSaulnier,D,1952-03-31,M,CA
107,H0TN04195,Rep.,Scott,DesJarlais,R,1964-02-21,M,TN
108,H0FL19080,Rep.,Ted,Deutch,D,1966-05-07,M,FL
109,H2FL25018,Rep.,Mario,Diaz-Balart,R,1961-09-25,M,FL
110,H4MI12079,Rep.,Debbie,Dingell,D,1953-11-23,F,MI
111,H4TX10028,Rep.,Lloyd,Doggett,D,1946-10-06,M,TX
112,H4PA18131,Rep.,Mike,Doyle,D,1953-08-05,M,PA
114,H0SC03077,Rep.,Jeffrey,Duncan,R,1966-01-07,M,SC
115,H6FL02208,Rep.,Neal,Dunn,R,1953-02-16,M,FL
116,H4MN06087,Rep.,Tom,Emmer,R,1961-03-03,M,MN
117,H8NY19058,Rep.,Eliot,Engel,D,1947-02-18,M,NY
118,H8TX16109,Rep.,Veronica,Escobar,D,1969-09-15,F,TX
119,H8CA12098,Rep.,Anna,Eshoo,D,1942-12-13,F,CA
120,H2NY13096,Rep.,Adriano,Espaillat,D,1954-09-27,M,NY
121,H8KS04112,Rep.,Ron,Estes,R,1956-07-19,M,KS
122,H6PA02171,Rep.,Dwight,Evans,D,1954-05-16,M,PA
123,H6GA03113,Rep.,A.,Ferguson,R,1966-11-15,M,GA
124,H8IA01094,Rep.,Abby,Finkenauer,D,1988-12-27,F,IA
125,H6PA08277,Rep.,Brian,Fitzpatrick,R,1973-12-17,M,PA
126,H0TN03254,Rep.,Chuck,Fleischmann,R,1962-10-11,M,TN
127,H8TX07140,Rep.,Lizzie,Fletcher,D,1975-02-13,F,TX
128,H0TX17104,Rep.,Bill,Flores,R,1954-02-25,M,TX
129,H4NE01064,Rep.,Jeff,Fortenberry,R,1960-12-27,M,NE
130,H8IL14067,Rep.,Bill,Foster,D,1955-10-07,M,IL
131,H4NC05146,Rep.,Virginia,Foxx,R,1943-06-29,F,NC
132,H2FL14053,Rep.,Lois,Frankel,D,1948-05-16,F,FL
133,H8OH11141,Rep.,Marcia,Fudge,D,1952-10-29,F,OH
134,H8ID01124,Rep.,Russ,Fulcher,R,1973-07-19,M,ID
135,H2HI02508,Rep.,Tulsi,Gabbard,D,1981-04-12,F,HI
136,H6FL01119,Rep.,Matt,Gaetz,R,1982-05-07,M,FL
137,H6WI08155,Rep.,Mike,Gallagher,R,1984-03-03,M,WI
138,H4AZ07043,Rep.,Ruben,Gallego,D,1979-11-20,M,AZ
139,H0CA10149,Rep.,John,Garamendi,D,1945-01-24,M,CA
140,H8TX29052,Rep.,Sylvia,Garcia,D,1950-09-06,F,TX
141,H8IL04134,Rep.,Jesús,García,D,1956-04-12,M,IL
143,H8MT01182,Rep.,Greg,Gianforte,R,1961-04-17,M,MT
144,H0OH18077,Rep.,Bob,Gibbs,R,1954-06-14,M,OH
145,H4TX04039,Rep.,Louie,Gohmert,R,1953-08-18,M,TX
146,H8ME02185,Rep.,Jared,Golden,D,1982-07-25,M,ME
147,H8CA34266,Rep.,Jimmy,Gomez,D,1974-11-25,M,CA
148,H8OH16124,Rep.,Anthony,Gonzalez,R,1984-09-19,M,OH
149,H6TX15162,Rep.,Vicente,Gonzalez,D,1967-09-04,M,TX
151,H8TX05144,Rep.,Lance,Gooden,R,1982-12-01,M,TX
152,H0AZ01259,Rep.,Paul,Gosar,R,1958-11-22,M,AZ
153,H6NJ05171,Rep.,Josh,Gottheimer,D,1975-03-08,M,NJ
154,H6TX12060,Rep.,Kay,Granger,R,1943-01-18,F,TX
156,H4LA06153,Rep.,Garret,Graves,R,1972-01-31,M,LA
157,H0MO06073,Rep.,Sam,Graves,R,1963-11-07,M,MO
158,H4TX09095,Rep.,Al,Green,D,1947-09-01,M,TX
159,H8TN07076,Rep.,Mark,Green,R,1964-11-08,M,TN
160,H0VA09055,Rep.,Morgan,Griffith,R,1958-03-15,M,VA
161,H2AZ07070,Rep.,Raúl,Grijalva,D,1948-02-19,M,AZ
162,H4WI06048,Rep.,Glenn,Grothman,R,1955-07-03,M,WI
163,H8MS03125,Rep.,Michael,Guest,R,1970-02-04,M,MS
164,H8KY02031,Rep.,Brett,Guthrie,R,1964-02-18,M,KY
165,H8NM01331,Rep.,Debra,Haaland,D,1960-12-02,F,NM
166,H0MN01045,Rep.,Jim,Hagedorn,R,1962-08-04,M,MN
168,H8CA10126,Rep.,Josh,Harder,D,1986-08-01,M,CA
169,H8MD01094,Rep.,Andy,Harris,R,1957-01-25,M,MD
170,H0MO04086,Rep.,Vicky,Hartzler,R,1960-10-13,F,MO
171,H2FL23021,Rep.,Alcee,Hastings,D,1936-09-05,M,FL
172,H8CT05245,Rep.,Jahana,Hayes,D,1973-03-08,F,CT
173,H0WA03161,Rep.,Denny,Heck,D,1952-07-29,M,WA
174,H8OK01157,Rep.,Kevin,Hern,R,1961-12-04,M,OK
175,H0WA03187,Rep.,Jaime,Herrera Beutler,R,1978-11-03,F,WA
176,H0GA07125,Rep.,Jody,Hice,R,1960-04-22,M,GA
177,H6LA03148,Rep.,Clay,Higgins,R,1961-08-24,M,LA
178,H4NY27076,Rep.,Brian,Higgins,D,1959-10-06,M,NY
180,H4AR02141,Rep.,French,Hill,R,1956-12-05,M,AR
181,H8CT04172,Rep.,Jim,Himes,D,1966-07-05,M,CT
182,H2NC13110,Rep.,George,Holding,R,1968-04-17,M,NC
183,H6IN09176,Rep.,Trey,Hollingsworth,R,1983-09-12,M,IN
184,H8OK05109,Rep.,Kendra,Horn,D,1976-06-09,F,OK
185,H2NV04011,Rep.,Steven,Horsford,D,1973-04-29,M,NV
186,H8PA06087,Rep.,Chrissy,Houlahan,D,1967-06-05,F,PA
187,H2MD05155,Rep.,Steny,Hoyer,D,1939-06-14,M,MD
188,H2NC08185,Rep.,Richard,Hudson,R,1971-11-04,M,NC
189,H2CA06259,Rep.,Jared,Huffman,D,1964-02-18,M,CA
190,H0MI02094,Rep.,Bill,Huizenga,R,1969-01-31,M,MI
192,H0TX23086,Rep.,Will,Hurd,R,1977-08-19,M,TX
193,H4TX18054,Rep.,Sheila,Jackson Lee,D,1950-01-12,F,TX
194,H0NY27090,Rep.,Chris,Jacobs,R,1966-11-28,M,NY
195,H6WA07458,Rep.,Pramila,Jayapal,D,1965-09-21,F,WA
196,H2NY10092,Rep.,Hakeem,Jeffries,D,1970-08-04,M,NY
197,H6LA04138,Rep.,Mike,Johnson,R,1972-01-30,M,LA
198,H8SD01055,Rep.,Dusty,Johnson,R,1976-09-30,M,SD
199,H0OH06189,Rep.,Bill,Johnson,R,1954-11-10,M,OH
200,H2TX00015,Rep.,Eddie,Johnson,D,1935-12-03,F,TX
201,H6GA04129,Rep.,Hank,Johnson,D,1954-10-02,M,GA
203,H6OH04082,Rep.,Jim,Jordan,R,1964-02-17,M,OH
204,H2OH14064,Rep.,Dave,Joyce,R,1957-03-17,M,OH
205,H8PA13125,Rep.,John,Joyce,R,1957-02-08,M,PA
206,H2OH09031,Rep.,Marcy,Kaptur,D,1946-06-17,F,OH
207,H4NY24073,Rep.,John,Katko,R,1962-11-09,M,NY
208,H0MA10082,Rep.,Bill,Keating,D,1952-09-06,M,MA
209,H0PA12181,Rep.,Fred,Keller,R,1965-10-23,M,PA
210,H2IL02172,Rep.,Robin,Kelly,D,1956-04-30,F,IL
211,H0PA03271,Rep.,Mike,Kelly,R,1948-05-10,M,PA
212,H6MS01131,Rep.,Trent,Kelly,R,1966-03-01,M,MS
213,H2MA04073,Rep.,Joseph,Kennedy,D,1980-10-04,M,MA
214,H4CA12055,Rep.,Ro,Khanna,D,1976-09-13,M,CA
215,H2MI05119,Rep.,Dan,Kildee,D,1958-08-11,M,MI
216,H2WA06129,Rep.,Derek,Kilmer,D,1974-01-01,M,WA
217,H8NJ03206,Rep.,Andy,Kim,D,1982-07-12,M,NJ
218,H6WI03099,Rep.,Ron,Kind,D,1963-03-16,M,WI
219,H2NY03089,Rep.,Peter,King,R,1944-04-05,M,NY
220,H2IA05072,Rep.,Steve,King,R,1949-05-28,M,IA
221,H0IL11052,Rep.,Adam,Kinzinger,R,1978-02-27,M,IL
222,H8AZ01104,Rep.,Ann,Kirkpatrick,D,1950-03-24,F,AZ
223,H6IL08147,Rep.,Raja,Krishnamoorthi,D,1973-07-19,M,IL
224,H0NH02181,Rep.,Ann,Kuster,D,1956-09-05,F,NH
225,H2TN07103,Rep.,David,Kustoff,R,1966-10-08,M,TN
226,H6IL18088,Rep.,Darin,LaHood,R,1968-07-05,M,IL
227,H2CA02142,Rep.,Doug,LaMalfa,R,1960-07-02,M,CA
228,H8PA18181,Rep.,Conor,Lamb,D,1984-06-27,M,PA
229,H6CO05159,Rep.,Doug,Lamborn,R,1954-05-24,M,CO
230,H0RI02139,Rep.,Jim,Langevin,D,1964-04-22,M,RI
231,H0WA02080,Rep.,Rick,Larsen,D,1965-06-15,M,WA
232,H8CT01046,Rep.,John,Larson,D,1948-07-22,M,CT
233,H8OH05036,Rep.,Robert,Latta,R,1956-04-18,M,OH
234,H2MI14111,Rep.,Brenda,Lawrence,D,1954-10-18,F,MI
235,H0FL02086,Rep.,Al,Lawson,D,1948-09-23,M,FL
236,H6NV04020,Rep.,Susie,Lee,D,1966-11-07,F,NV
237,H8CA09060,Rep.,Barbara,Lee,D,1946-07-16,F,CA
238,H8AZ08158,Rep.,Debbie,Lesko,R,1958-11-14,F,AZ
239,H8CA49058,Rep.,Mike,Levin,D,1978-10-28,M,CA
240,H8MI09118,Rep.,Andy,Levin,D,1960-08-01,M,MI
242,H4CA33119,Rep.,Ted,Lieu,D,1969-03-29,M,CA
243,H4IL03077,Rep.,Daniel,Lipinski,D,1966-07-15,M,IL
244,H6IA02146,Rep.,Dave,Loebsack,D,1952-12-23,M,IA
245,H4CA16049,Rep.,Zoe,Lofgren,D,1947-12-21,F,CA
246,H0MO07113,Rep.,Billy,Long,R,1955-08-11,M,MO
247,H4GA11061,Rep.,Barry,Loudermilk,R,1963-12-22,M,GA
248,H2CA00104,Rep.,Alan,Lowenthal,D,1941-03-08,M,CA
249,H8NY20056,Rep.,Nita,Lowey,D,1937-07-05,F,NY
250,H4OK06056,Rep.,Frank,Lucas,R,1960-01-06,M,OK
251,H8MO09153,Rep.,Blaine,Luetkemeyer,R,1952-05-07,M,MO
252,H8NM03196,Rep.,Ben,Luján,D,1972-06-07,M,NM
253,H8VA02111,Rep.,Elaine,Luria,D,1975-08-15,F,VA
254,H2MA09072,Rep.,Stephen,Lynch,D,1955-03-31,M,MA
255,H8NJ07223,Rep.,Tom,Malinowski,D,1965-09-23,M,NJ
256,H2NY22139,Rep.,Sean,Maloney,D,1966-07-30,M,NY
257,H2NY14037,Rep.,Carolyn,Maloney,D,1946-02-19,F,NY
258,H4TX24094,Rep.,Kenny,Marchant,R,1951-02-23,M,TX
259,H0PA10078,Rep.,Tom,Marino,R,1952-08-15,M,PA
260,H6KS01179,Rep.,Roger,Marshall,R,1960-08-09,M,KS
261,H2KY04121,Rep.,Thomas,Massie,R,1971-01-13,M,KY
262,H6FL18097,Rep.,Brian,Mast,R,1980-07-10,M,FL
263,H6CA05195,Rep.,Doris,Matsui,D,1944-09-25,F,CA
264,H8UT04053,Rep.,Ben,McAdams,D,1974-12-05,M,UT
265,H8GA06393,Rep.,Lucy,McBath,D,1960-06-01,F,GA
266,H6CA22125,Rep.,Kevin,McCarthy,R,1965-01-26,M,CA
267,H4TX10093,Rep.,Michael,McCaul,R,1962-01-14,M,TX
268,H8CA04152,Rep.,Tom,McClintock,R,1956-07-10,M,CA
269,H0MN04049,Rep.,Betty,McCollum,D,1954-07-12,F,MN
270,H6VA04061,Rep.,A.,McEachin,D,1961-10-10,M,VA
271,H4MA03022,Rep.,Jim,McGovern,D,1959-11-20,M,MA
272,H4NC10047,Rep.,Patrick,McHenry,R,1975-10-22,M,NC
273,H0WV01072,Rep.,David,McKinley,R,1947-03-28,M,WV
274,H4WA05077,Rep.,Cathy,McMorris Rodgers,R,1969-05-22,F,WA
275,H4CA11081,Rep.,Jerry,McNerney,D,1951-06-18,M,CA
277,H8NY06048,Rep.,Gregory,Meeks,D,1953-09-25,M,NY
278,H2NY06116,Rep.,Grace,Meng,D,1975-10-01,F,NY
279,H8PA10147,Rep.,Daniel,Meuser,R,1964-02-10,M,PA
281,H8WV03097,Rep.,Carol,Miller,R,1950-11-04,F,WV
283,H4MI04118,Rep.,Paul,Mitchell,R,1961-05-08,M,MI
284,H4MI04126,Rep.,John,Moolenaar,R,1961-05-08,M,MI
285,H4WV02080,Rep.,Alex,Mooney,R,1971-06-05,M,WV
286,H4WI04183,Rep.,Gwen,Moore,D,1951-04-18,F,WI
287,H8NY25105,Rep.,Joe,Morelle,D,1957-04-29,M,NY
288,H4MA06090,Rep.,Seth,Moulton,D,1978-10-24,M,MA
289,H8FL26039,Rep.,Debbie,Mucarsel-Powell,D,1971-01-18,F,FL
290,H2OK02083,Rep.,Markwayne,Mullin,R,1977-07-26,M,OK
292,H6FL07140,Rep.,Stephanie,Murphy,D,1978-09-16,F,FL
293,H2NY17071,Rep.,Jerrold,Nadler,D,1947-06-13,M,NY
294,H8CA34068,Rep.,Grace,Napolitano,D,1936-12-04,F,CA
295,H8MA02041,Rep.,Richard,Neal,D,1949-02-14,M,MA
296,H8CO02160,Rep.,Joe,Neguse,D,1984-05-13,M,CO
297,H4WA04104,Rep.,Dan,Newhouse,R,1955-07-10,M,WA
298,H4NJ01084,Rep.,Donald,Norcross,D,1958-12-13,M,NJ
299,H8SC05158,Rep.,Ralph,Norman,R,1953-06-20,M,SC
301,H8CA20059,Rep.,Devin,Nunes,R,1973-10-01,M,CA
302,H6AZ01199,Rep.,Tom,O'Halleran,D,1946-01-24,M,AZ
303,H8NY15148,Rep.,Alexandria,Ocasio-Cortez,D,1989-10-13,F,NY
304,H8TX22107,Rep.,Pete,Olson,R,1962-12-09,M,TX
305,H8MN05239,Rep.,Ilhan,Omar,D,1981-10-04,F,MN
306,H0MS04120,Rep.,Steven,Palazzo,R,1970-02-21,M,MS
307,H8NJ03073,Rep.,Frank,Pallone,D,1951-10-30,M,NJ
308,H4AL06098,Rep.,Gary,Palmer,R,1954-05-14,M,AL
309,H6CA20152,Rep.,Jimmy,Panetta,D,1969-10-01,M,CA
310,H8NH01210,Rep.,Chris,Pappas,D,1980-06-04,M,NH
311,H6NJ08118,Rep.,Bill,Pascrell,D,1937-01-25,M,NJ
312,H2NJ10154,Rep.,Donald,Payne,D,1958-12-17,M,NJ
313,H8CA05035,Rep.,Nancy,Pelosi,D,1940-03-26,F,CA
314,H8IN06129,Rep.,Greg,Pence,R,1956-11-14,M,IN
315,H6CO07023,Rep.,Ed,Perlmutter,D,1953-05-01,M,CO
316,H2PA04135,Rep.,Scott,Perry,R,1962-05-27,M,PA
317,H2CA52089,Rep.,Scott,Peters,D,1958-06-17,M,CA
318,H2MN07014,Rep.,Collin,Peterson,D,1944-06-29,M,MN
319,H8MN03143,Rep.,Dean,Phillips,D,1969-01-20,M,MN
320,H8ME01120,Rep.,Chellie,Pingree,D,1955-04-02,F,ME
322,H2WI02124,Rep.,Mark,Pocan,D,1964-08-14,M,WI
323,H8CA45130,Rep.,Katie,Porter,D,1974-01-03,F,CA
324,H8FL15107,Rep.,Bill,Posey,R,1947-12-18,M,FL
325,H8MA07032,Rep.,Ayanna,Pressley,D,1974-02-03,F,MA
326,H6NC04037,Rep.,David,Price,D,1940-08-17,M,NC
327,H0IL05096,Rep.,Mike,Quigley,D,1958-10-17,M,IL
329,H6MD08457,Rep.,Jamie,Raskin,D,1962-12-13,M,MD
331,H0NY29054,Rep.,Tom,Reed,R,1971-11-18,M,NY
332,H8PA18199,Rep.,Guy,Reschenthaler,R,1983-04-17,M,PA
333,H4NY04075,Rep.,Kathleen,Rice,D,1965-02-15,F,NY
334,H2SC07066,Rep.,Tom,Rice,R,1957-08-04,M,SC
335,H8LA02054,Rep.,Cedric,Richmond,D,1973-09-13,M,LA
336,H8VA05171,Rep.,Denver,Riggleman,R,1970-03-01,M,VA
337,H0AL02087,Rep.,Martha,Roby,R,1976-07-27,F,AL
338,H6TN01388,Rep.,Phil,Roe,R,1945-07-21,M,TN
339,H0KY05015,Rep.,Harold,Rogers,R,1937-12-31,M,KY
340,H2AL03032,Rep.,Mike,Rogers,R,1958-07-16,M,AL
341,H6FL19087,Rep.,Francis,Rooney,R,1953-12-04,M,FL
342,H8TN06094,Rep.,John,Rose,R,1965-02-23,M,TN
343,H8NY11113,Rep.,Max,Rose,D,1986-11-28,M,NY
344,H8CA48035,Rep.,Harley,Rouda,D,1961-12-10,M,CA
345,H2NC07096,Rep.,David,Rouzer,R,1972-02-16,M,NC
346,H8TX21307,Rep.,Chip,Roy,R,1972-08-07,M,TX
347,H2CA33048,Rep.,Lucille,Roybal-Allard,D,1941-06-12,F,CA
348,H2CA36439,Rep.,Raul,Ruiz,D,1972-08-25,M,CA
349,H2MD02160,Rep.,C.A. Dutch,Ruppersberger,D,1946-01-31,M,MD
350,H2IL01042,Rep.,Bobby,Rush,D,1946-11-23,M,IL
351,H6FL04105,Rep.,John,Rutherford,R,1952-09-02,M,FL
352,H2OH17109,Rep.,Tim,Ryan,D,1973-07-16,M,OH
355,H2CA39078,Rep.,Linda,Sánchez,D,1969-01-28,F,CA
356,H6MD03292,Rep.,John,Sarbanes,D,1962-05-22,M,MD
357,H0LA01087,Rep.,Steve,Scalise,R,1965-10-06,M,LA
358,H8PA07200,Rep.,Mary,Scanlon,D,1959-08-30,F,PA
359,H8IL09067,Rep.,Jan,Schakowsky,D,1944-05-26,F,IL
360,H0CA27085,Rep.,Adam,Schiff,D,1960-06-22,M,CA
361,H2IL10068,Rep.,Brad,Schneider,D,1961-08-20,M,IL
362,H8OR05107,Rep.,Kurt,Schrader,D,1951-10-19,M,OR
363,H8WA08189,Rep.,Kim,Schrier,D,1968-08-23,F,WA
364,H4AZ06045,Rep.,David,Schweikert,R,1962-03-03,M,AZ
365,H2GA13012,Rep.,David,Scott,D,1945-06-27,M,GA
366,H0GA08099,Rep.,Austin,Scott,R,1969-12-10,M,GA
367,H6VA01117,Rep.,Robert,Scott,D,1947-04-30,M,VA
368,H8WI09050,Rep.,F.,Sensenbrenner,R,1943-06-14,M,WI
369,H0NY18065,Rep.,José,Serrano,D,1943-10-24,M,NY
370,H0AL07086,Rep.,Terri,Sewell,D,1965-01-01,F,AL
371,H8FL27193,Rep.,Donna,Shalala,D,1941-02-14,F,FL
372,H6CA24113,Rep.,Brad,Sherman,D,1954-10-24,M,CA
373,H8NJ11142,Rep.,Mikie,Sherrill,D,1972-01-19,F,NJ
374,H2IL20042,Rep.,John,Shimkus,R,1958-02-21,M,IL
375,H8ID02064,Rep.,Mike,Simpson,R,1950-09-08,M,ID
376,H6NJ13191,Rep.,Albio,Sires,D,1951-01-26,M,NJ
377,H8MI08102,Rep.,Elissa,Slotkin,D,1976-07-10,F,MI
378,H6NE03115,Rep.,Adrian,Smith,R,1970-12-19,M,NE
379,H6WA09025,Rep.,Adam,Smith,D,1965-06-15,M,WA
380,H8NJ04014,Rep.,Christopher,Smith,R,1953-03-04,M,NJ
381,H4MO08162,Rep.,Jason,Smith,R,1980-06-16,M,MO
382,H6PA16320,Rep.,Lloyd,Smucker,R,1964-01-23,M,PA
383,H6FL09179,Rep.,Darren,Soto,D,1978-02-25,M,FL
384,H8VA07094,Rep.,Abigail,Spanberger,D,1979-08-07,F,VA
385,H8FL15230,Rep.,Ross,Spano,R,1966-07-16,M,FL
386,H8CA12171,Rep.,Jackie,Speier,D,1950-05-14,F,CA
387,H8AZ09040,Rep.,Greg,Stanton,D,1970-03-08,M,AZ
388,H8MN08043,Rep.,Pete,Stauber,R,1966-05-10,M,MN
389,H4NY21079,Rep.,Elise,Stefanik,R,1984-07-02,F,NY
390,H8WI01156,Rep.,Bryan,Steil,R,1981-03-30,M,WI
391,H8FL17053,Rep.,Greg,Steube,R,1978-05-19,M,FL
392,H8MI11254,Rep.,Haley,Stevens,D,1983-06-24,F,MI
393,H2UT02324,Rep.,Chris,Stewart,R,1960-07-15,M,UT
394,H8OH15076,Rep.,Steve,Stivers,R,1965-03-24,M,OH
